"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3246 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,918""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3246 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.8024,""longitude"":-117.121025},""url"":""https://www.zillow.com/homedetails/3246-W-Canyon-Ave-San-Diego-CA-92123/16933383_zpid/""}","https://www.zillow.com/homedetails/3246-W-Canyon-Ave-San-Diego-CA-92123/16933383_zpid/","3246 W Canyon Ave, San Diego, CA 92123","$1.06M","- Sold","3","bds","3","ba","1,918","sqft","Sold 04/26/2021","https://photos.zillowstatic.com/fp/f9a97b6460c9e0bc201e05f2eed6a963-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3246 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,918""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3246 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/3246-W-Canyon-Ave-W-San-Diego-CA-92123/2067217066_zpid/""}","https://www.zillow.com/homedetails/3246-W-Canyon-Ave-W-San-Diego-CA-92123/2067217066_zpid/","3246 W Canyon Ave W, San Diego, CA 92123","$1.06M","- Sold","3","bds","3","ba","1,918","sqft","Sold 04/26/2021","https://photos.zillowstatic.com/fp/d863b6316f2e3e2a59b6e018bcabaa75-p_e.jpg","Save this home","WILLIS ALLEN REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8864 Gramercy Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,117""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8864 Gramercy Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80329,""longitude"":-117.136894},""url"":""https://www.zillow.com/homedetails/8864-Gramercy-Dr-San-Diego-CA-92123/16930004_zpid/""}","https://www.zillow.com/homedetails/8864-Gramercy-Dr-San-Diego-CA-92123/16930004_zpid/","8864 Gramercy Dr, San Diego, CA 92123","$1.05M","- Sold","3","bds","2","ba","1,117","sqft","Sold 04/25/2022","https://photos.zillowstatic.com/fp/6bcc81e173474468514dd47736a036f3-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2810 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,166""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2810 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.798664,""longitude"":-117.11887},""url"":""https://www.zillow.com/homedetails/2810-W-Canyon-Ave-San-Diego-CA-92123/16931589_zpid/""}","https://www.zillow.com/homedetails/2810-W-Canyon-Ave-San-Diego-CA-92123/16931589_zpid/","2810 W Canyon Ave, San Diego, CA 92123","$1.05M","- Sold","3","bds","3","ba","2,166","sqft","Sold 05/12/2021","https://photos.zillowstatic.com/fp/88c33a0de722332320e193f60a95056c-p_e.jpg","Save this home","WILLIS ALLEN REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2568 Monette Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2568 Monette Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.790363,""longitude"":-117.12498},""url"":""https://www.zillow.com/homedetails/2568-Monette-Dr-San-Diego-CA-92123/16932617_zpid/""}","https://www.zillow.com/homedetails/2568-Monette-Dr-San-Diego-CA-92123/16932617_zpid/","2568 Monette Dr, San Diego, CA 92123","$1.04M","- Sold","3","bds","2","ba","1,200","sqft","Sold 04/22/2022","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.79036331176758,-117.1249771118164&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=jQ7cR76oTmKC9pyqSyKDLE2y9iE=","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2620 Murray Ridge Rd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,614""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2620 Murray Ridge Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.792793,""longitude"":-117.1449},""url"":""https://www.zillow.com/homedetails/2620-Murray-Ridge-Rd-San-Diego-CA-92123/16931032_zpid/""}","https://www.zillow.com/homedetails/2620-Murray-Ridge-Rd-San-Diego-CA-92123/16931032_zpid/","2620 Murray Ridge Rd, San Diego, CA 92123","$1.03M","- Sold","3","bds","2","ba","1,614","sqft","Sold 04/29/2022","https://photos.zillowstatic.com/fp/2a12ba2a4dd345b2888f804606d57579-p_e.jpg","Save this home","ACROPOLIS ENTERPRISE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2988 Larkin Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2988 Larkin Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.797775,""longitude"":-117.134865},""url"":""https://www.zillow.com/homedetails/2988-Larkin-Pl-San-Diego-CA-92123/16932904_zpid/""}","https://www.zillow.com/homedetails/2988-Larkin-Pl-San-Diego-CA-92123/16932904_zpid/","2988 Larkin Pl, San Diego, CA 92123","$1.03M","- Sold","3","bds","2","ba","1,200","sqft","Sold 04/01/2022","https://photos.zillowstatic.com/fp/ddaa6df5639726f2e8e94b2eb65c5353-p_e.jpg","Save this home","TEAM METRO"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2877 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,554""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2877 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799335,""longitude"":-117.11648},""url"":""https://www.zillow.com/homedetails/2877-W-Canyon-Ave-San-Diego-CA-92123/16931610_zpid/""}","https://www.zillow.com/homedetails/2877-W-Canyon-Ave-San-Diego-CA-92123/16931610_zpid/","2877 W Canyon Ave, San Diego, CA 92123","$1.03M","- Sold","3","bds","3","ba","1,554","sqft","Sold 03/28/2022","https://photos.zillowstatic.com/fp/e0e0050bd507e353a1bd8c10a1dfd888-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2877 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,554""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2877 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2877-W-Canyon-Ave-W-San-Diego-CA-92123/2067248796_zpid/""}","https://www.zillow.com/homedetails/2877-W-Canyon-Ave-W-San-Diego-CA-92123/2067248796_zpid/","2877 W Canyon Ave W, San Diego, CA 92123","$1.03M","- Sold","3","bds","3","ba","1,554","sqft","Sold 03/28/2022","https://photos.zillowstatic.com/fp/2b83d8e6730698c443525ad4dc3b9a84-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8501 Pinecrest Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,134""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8501 Pinecrest Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.798683,""longitude"":-117.14555},""url"":""https://www.zillow.com/homedetails/8501-Pinecrest-Ave-San-Diego-CA-92123/16930406_zpid/""}","https://www.zillow.com/homedetails/8501-Pinecrest-Ave-San-Diego-CA-92123/16930406_zpid/","8501 Pinecrest Ave, San Diego, CA 92123","$1.02M","- Sold","3","bds","2","ba","1,134","sqft","Sold 01/26/2023","https://photos.zillowstatic.com/fp/c3f062007594832ba42e56850b8eb5e4-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3064 Marathon Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,056""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3064 Marathon Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79973,""longitude"":-117.12632},""url"":""https://www.zillow.com/homedetails/3064-Marathon-Dr-San-Diego-CA-92123/16931882_zpid/""}","https://www.zillow.com/homedetails/3064-Marathon-Dr-San-Diego-CA-92123/16931882_zpid/","3064 Marathon Dr, San Diego, CA 92123","$1.02M","- Sold","3","bds","2","ba","1,056","sqft","Sold 09/16/2022","https://photos.zillowstatic.com/fp/870e1abdb373b9954f7829b931ba2b99-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2955 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,679""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2955 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799515,""longitude"":-117.11701},""url"":""https://www.zillow.com/homedetails/2955-W-Canyon-Ave-San-Diego-CA-92123/49942151_zpid/""}","https://www.zillow.com/homedetails/2955-W-Canyon-Ave-San-Diego-CA-92123/49942151_zpid/","2955 W Canyon Ave, San Diego, CA 92123","$1.01M","- Sold","3","bds","3","ba","1,679","sqft","Sold 10/11/2022","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.79951477050781,-117.11701202392578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=YZu-rG_qtqpZS8WI9bzt2XD6DhA=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9125 Overton Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9125 Overton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.7938,""longitude"":-117.12995},""url"":""https://www.zillow.com/homedetails/9125-Overton-Ave-San-Diego-CA-92123/16932029_zpid/""}","https://www.zillow.com/homedetails/9125-Overton-Ave-San-Diego-CA-92123/16932029_zpid/","9125 Overton Ave, San Diego, CA 92123","$1.01M","- Sold","3","bds","2","ba","1,400","sqft","Sold 09/02/2021","https://photos.zillowstatic.com/fp/c1f6ce9532d9b8808db9ca7f321681d6-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3350 Dorchester Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3350 Dorchester Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80438,""longitude"":-117.12337},""url"":""https://www.zillow.com/homedetails/3350-Dorchester-Dr-San-Diego-CA-92123/16933148_zpid/""}","https://www.zillow.com/homedetails/3350-Dorchester-Dr-San-Diego-CA-92123/16933148_zpid/","3350 Dorchester Dr, San Diego, CA 92123","$1.01M","- Sold","3","bds","2","ba","1,100","sqft","Sold 03/02/2022","https://photos.zillowstatic.com/fp/71698564378c5cd36d69424645867fe7-p_e.jpg","Save this home","KELLER WILLIAMS REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2217 Cardinal Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2217 Cardinal Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784332,""longitude"":-117.15659},""url"":""https://www.zillow.com/homedetails/2217-Cardinal-Dr-San-Diego-CA-92123/17200732_zpid/""}","https://www.zillow.com/homedetails/2217-Cardinal-Dr-San-Diego-CA-92123/17200732_zpid/","2217 Cardinal Dr, San Diego, CA 92123","$1.01M","- Sold","3","bds","2","ba","1,400","sqft","Sold 01/07/2022","https://photos.zillowstatic.com/fp/079756f19ca823f73d365b0966a290a8-p_e.jpg","Save this home","KELLER WILLIAMS REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3526 Marathon Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,388""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3526 Marathon Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.806496,""longitude"":-117.12761},""url"":""https://www.zillow.com/homedetails/3526-Marathon-Dr-San-Diego-CA-92123/16919773_zpid/""}","https://www.zillow.com/homedetails/3526-Marathon-Dr-San-Diego-CA-92123/16919773_zpid/","3526 Marathon Dr, San Diego, CA 92123","$1.00M","- Sold","3","bds","3","ba","2,388","sqft","Sold 02/18/2022","https://photos.zillowstatic.com/fp/700412d13e13e11b309de7c731e63374-p_e.jpg","Save this home","RE/MAX CITY REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2839 Mission Village Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,670""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2839 Mission Village Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.796867,""longitude"":-117.12509},""url"":""https://www.zillow.com/homedetails/2839-Mission-Village-Dr-San-Diego-CA-92123/16932244_zpid/""}","https://www.zillow.com/homedetails/2839-Mission-Village-Dr-San-Diego-CA-92123/16932244_zpid/","2839 Mission Village Dr, San Diego, CA 92123","$1.00M","- Sold","3","bds","2","ba","1,670","sqft","Sold 09/20/2022","https://photos.zillowstatic.com/fp/4660797d2977b3fe143466cc9e41dcd0-p_e.jpg","Save this home","DOLAN REALTY COMPANY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3208 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,918""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3208 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/3208-W-Canyon-Ave-W-San-Diego-CA-92123/2060792166_zpid/""}","https://www.zillow.com/homedetails/3208-W-Canyon-Ave-W-San-Diego-CA-92123/2060792166_zpid/","3208 W Canyon Ave W, San Diego, CA 92123","BIG BLOCK REALTY, INC","$1.00M","3","bds","3","ba","1,918","sqft","Sold 02/17/2023","https://photos.zillowstatic.com/fp/2a0a4ad61d989c119b4fc8ba764c8049-p_e.jpg","Save this home","- Sold"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2859 Andrea Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,133""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2859 Andrea Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.796593,""longitude"":-117.14563},""url"":""https://www.zillow.com/homedetails/2859-Andrea-Ave-San-Diego-CA-92123/16930614_zpid/""}","https://www.zillow.com/homedetails/2859-Andrea-Ave-San-Diego-CA-92123/16930614_zpid/","2859 Andrea Ave, San Diego, CA 92123","$995,000","- Sold","3","bds","2","ba","1,133","sqft","Sold 02/27/2023","https://photos.zillowstatic.com/fp/2d408dc3cb7f716b303e63dd8f15bc61-p_e.jpg","Save this home","COLDWELL BANKER WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2932 Sego Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2932 Sego Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.796406,""longitude"":-117.133766},""url"":""https://www.zillow.com/homedetails/2932-Sego-Pl-San-Diego-CA-92123/16932956_zpid/""}","https://www.zillow.com/homedetails/2932-Sego-Pl-San-Diego-CA-92123/16932956_zpid/","2932 Sego Pl, San Diego, CA 92123","$995,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 08/05/2022","https://photos.zillowstatic.com/fp/9faa942331b650b7c4cc43cfe79878ea-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2950 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,316""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2950 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.799374,""longitude"":-117.11904},""url"":""https://www.zillow.com/homedetails/2950-W-Canyon-Ave-San-Diego-CA-92123/16931459_zpid/""}","https://www.zillow.com/homedetails/2950-W-Canyon-Ave-San-Diego-CA-92123/16931459_zpid/","2950 W Canyon Ave, San Diego, CA 92123","$989,000","- Sold","3","bds","3","ba","2,316","sqft","Sold 07/14/2021","https://photos.zillowstatic.com/fp/9c7abbf8f1d1cb3f9070578ef19f8bc4-p_e.jpg","Save this home",""
